"","T.H.I","T.F.E","T.E","I.H.R.V","MCareExp","Tra.Exp","G.F.G.E","H.H.Age","Floor.Area","House.Age","PPN","CYP","GL","BYS","RTvsNT","Number.of.bedrooms","Number.of.Television","Number.of.CD.VCD.DVD","Number.of.Component.Stereo.set","Number.of.Refrigerator.Freezer","Number.of.Washing.Machine","Number.of.Airconditioner","Number.of.Car..Jeep..Van","Number.of.Landline.wireless.telephones","Number.of.Cellular.phone","Number.of.Personal.Computer","Number.of.Stove.with.Oven.Gas.Range","Number.of.Motorized.Banca","Number.of.Motorcycle.Tricycle","Region","Main.Source.of.Income","Household.Head.Sex","Household.Head.Marital.Status","Household.Head.Job.or.Business.Indicator","Household.Head.Class.of.Worker","Type.of.Household","Type.of.Building.House","Type.of.Roof","Type.of.Walls","Tenure.Status","Toilet.Facilities","Electricity","Main.Source.of.Water.Supply","Young.Members"
"533",155302,64504,734,4800,0,6384,0,61,36,1,85608,9437,8200,28138,11.1111111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"VIII - Eastern Visayas","Wage/Salaries","Male","Married","No Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Light","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Shared, faucet, community water system","between 5 and 17 years old"
"534",312886,130896,0,10800,18429,3888,0,35,100,5,64266,31715,20309,73609,20,2,1,2,1,0,0,0,0,0,3,0,0,0,0,"VII - Central Visayas","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Quite Strong","Own house, rent-free lot with consent of owner","Water-sealed, other depository, used exclusively by household","Si","Shared, tubed/piped deep well","both"
"535",80432,40883,1170,2700,130,1320,12535,69,19,7,26257,7820,7390,8638,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"IX - Zasmboanga Peninsula","Other sources of Income","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Light material (cogon,nipa,anahaw)","Light","Own house, rent-free lot with consent of owner","Closed pit","No","Unprotected spring, river, stream, etc","No children"
"536",236050,168091,2080,30000,275,3264,0,55,40,10,89891,49214,22950,80621,0,2,1,1,1,1,1,0,0,1,2,0,0,0,0,"NCR","Other sources of Income","Male","Married","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","between 5 and 17 years old"
"537",323073,91983,0,10200,1826,4038,2263,54,80,20,50977,28250,16980,46510,100,3,1,1,0,0,1,0,0,0,1,1,0,0,0,"II - Cagayan Valley","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, other depository, shared with other household","Si","Own use, faucet, community water system","No children"
"538",482313,108713,0,42000,24060,11982,0,65,70,16,40247,32336,28372,126174,0,3,1,0,0,1,0,0,0,0,2,0,0,0,0,"CAR","Other sources of Income","Female","Married","No Job/Business","Worked for private establishment","Extended Family","Single house","Mixed but predominantly strong materials","Quite Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","between 5 and 17 years old"
"539",102260,39446,0,5700,858,2562,0,41,24,5,38266,10871,1846,13059,25,1,1,1,0,0,0,0,0,0,1,0,0,0,1,"VIII - Eastern Visayas","Other sources of Income","Male","Married","With Job/Business","Worked for government/government corporation","Single Family","Single house","Mixed but predominantly strong materials","Strong","Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","both"
"540",59649,55756,3920,6600,1165,2640,30730,53,36,1,53396,10870,6930,17078,28.5714285714286,2,0,0,0,0,0,0,0,0,2,0,0,0,0,"VI - Western Visayas","Enterpreneurial Activities","Male","Married","With Job/Business","Self-employed wihout any employee","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Light","Own or owner-like possession of house and lot","None","No","Shared, tubed/piped deep well","between 5 and 17 years old"
"541",900951,219837,2715,0,3028,10716,0,33,60,13,95928,43842,117058,169537,60,3,2,2,1,1,1,2,0,1,5,3,0,0,2,"IX - Zasmboanga Peninsula","Wage/Salaries","Male","Married","With Job/Business","Worked for government/government corporation","Extended Family","Multi-unit residential","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Rent house/room including lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","Less than 5 years old"
"542",389615,94411,2715,24000,174,19830,0,66,70,55,54351,17434,38311,63290,50,3,1,1,0,1,1,0,0,0,3,0,0,0,0,"IVA - CALABARZON","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","between 5 and 17 years old"
"543",79352,22267,724,30000,8012,174,0,78,40,56,19587,3768,270,40628,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"IVA - CALABARZON","Other sources of Income","Male","Married","No Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, shared with other household","Si","Shared, tubed/piped deep well","No children"
"544",198773,90853,520,12000,0,8316,0,40,30,17,71170,20110,17294,31004,33.3333333333333,2,1,1,0,0,0,0,0,0,1,0,0,0,0,"XI - Davao Region","Enterpreneurial Activities","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Light material (cogon,nipa,anahaw)","Light","Rent-free house and lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","between 5 and 17 years old"
"545",321950,73639,3755,33000,2713,13992,167150,66,96,22,33998,29779,13860,69800,50,5,1,3,1,1,1,0,0,0,2,0,1,0,2,"II - Cagayan Valley","Enterpreneurial Activities","Male","Married","With Job/Business","Employer in own family-operated farm or business","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Dug well","Less than 5 years old"
"546",126660,72090,0,0,2098,2274,0,37,20,26,35374,15782,8920,41330,25,1,1,0,0,1,0,0,0,0,2,0,0,0,0,"CAR","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Multi-unit residential","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Rent house/room including lot","Water-sealed, sewer septic tank, shared with other household","Si","Shared, faucet, community water system","between 5 and 17 years old"
"547",90303,36220,1448,6000,60,4158,0,32,21,1,31439,5708,10673,24988,20,1,1,1,0,0,0,0,0,0,2,0,0,0,0,"VIII - Eastern Visayas","Other sources of Income","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household","Si","Shared, faucet, community water system","between 5 and 17 years old"
"548",748782,224354,0,15000,86390,129330,0,75,100,36,56453,61607,178960,328474,66.6666666666667,4,5,0,1,1,1,2,1,1,5,2,0,0,0,"IVA - CALABARZON","Wage/Salaries","Male","Widowed","No Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own house, rent lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","No children"
"549",257062,112850,2172,0,1526,11406,0,36,30,25,43086,37447,36884,84154,50,2,1,1,0,0,1,0,0,0,3,1,0,0,0,"NCR","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Rent house/room including lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","both"
"550",107116,71667,1760,7800,85,3600,0,44,18,8,77518,10922,12650,23094,33.3333333333333,2,1,1,0,0,0,0,0,0,2,0,0,0,0,"VI - Western Visayas","Wage/Salaries","Male","Divorced/Separated","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, tubed/piped deep well","between 5 and 17 years old"
"551",105639,83270,3860,7800,633,2040,64541,29,16,14,54643,24015,9244,22306,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0," ARMM","Enterpreneurial Activities","Male","Married","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Quite Strong","Own or owner-like possession of house and lot","Closed pit","Si","Own use, tubed/piped deep well","both"
"552",199562,77651,0,7800,11153,20004,0,26,18,10,42331,22198,10510,81586,25,1,0,0,1,1,1,0,0,0,0,0,0,0,2,"XI - Davao Region","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Mixed but predominantly strong materials","Light","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, shared with other household","Si","Own use, faucet, community water system","Less than 5 years old"
"553",125262,33228,0,36000,8475,1440,0,52,120,44,18360,12011,4560,61338,100,4,1,1,0,1,1,0,0,0,1,0,0,0,0,"IVA - CALABARZON","Other sources of Income","Male","Single","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","No children"
"554",648875,108092,0,0,10784,40938,0,34,40,10,46303,28670,91274,192623,0,2,1,1,1,1,1,1,1,1,2,2,1,0,0,"VII - Central Visayas","Other sources of Income","Female","Married","No Job/Business","Worked for government/government corporation","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Rent house/room including lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","between 5 and 17 years old"
"555",85039,56338,1086,6000,701,216,0,54,50,15,33476,15361,8610,16620,16.6666666666667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"V - Bicol Region","Wage/Salaries","Male","Married","No Job/Business","Worked for private establishment","Extended Family","Single house","Light material (cogon,nipa,anahaw)","Light","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","between 5 and 17 years old"
"556",108792,47164,0,6000,1181,4710,95130,42,80,17,29297,16395,1800,24732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0," ARMM","Enterpreneurial Activities","Male","Married","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Mixed but predominantly strong materials","Quite Strong","Own or owner-like possession of house and lot","Water-sealed, other depository, used exclusively by household","Si","Shared, tubed/piped deep well","between 5 and 17 years old"
"557",149610,59474,0,18000,3700,8040,0,25,60,2,31779,11502,22852,47149,100,3,1,1,0,0,0,0,0,0,2,2,0,0,1,"I - Ilocos Region","Other sources of Income","Male","Married","With Job/Business","Worked for private establishment","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, tubed/piped deep well","No children"
"558",1477098,185749,0,51000,49132,72000,0,55,322,26,46926,56454,95259,618352,25,5,3,0,1,1,1,1,2,1,5,1,2,0,1,"IVA - CALABARZON","Other sources of Income","Female","Married","No Job/Business","Worked for government/government corporation","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","No children"
"559",125580,63265,3495,13500,620,12924,29257,43,42,16,43715,15510,13992,31974,33.3333333333333,2,0,0,0,0,0,1,0,0,2,0,0,0,0,"II - Cagayan Valley","Wage/Salaries","Male","Married","With Job/Business","Employer in own family-operated farm or business","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, shared with other household","Si","Shared, faucet, community water system","between 5 and 17 years old"
"560",86282,32651,0,4500,120,540,0,30,15,6,13601,11604,11020,10450,100,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"I - Ilocos Region","Wage/Salaries","Male","Single","With Job/Business","Worked for private establishment","Single Family","Single house","Mixed but predominantly strong materials","Light","Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, used exclusively by household","Si","Shared, tubed/piped deep well","No children"
"561",195763,87651,0,6000,1971,6564,0,53,120,26,50354,33194,26530,27867,100,2,1,1,1,1,1,0,0,0,1,0,1,0,0,"VIII - Eastern Visayas","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","No children"
